order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD00001783,OI000009539,ITEM0007,1,1650.00,664.76,247.50,1402.50
ORD00001783,OI000009540,ITEM0027,1,400.00,134.87,60.00,340.00
ORD00001783,OI000009541,ITEM0045,1,1450.00,570.49,217.50,1232.50
ORD00001783,OI000009543,ITEM0136,2,450.00,155.29,135.00,765.00
ORD00001783,OI000009544,ITEM0147,3,440.00,139.41,198.00,1122.00
ORD00001783,OI000009545,ITEM0148,1,300.00,200.34,45.00,255.00
ORD00002716,OI000014506,ITEM0053,2,1250.00,551.33,0.00,2500.00
ORD00002716,OI000014506,ITEM0053,2,1250.00,551.33,0.00,2500.00
ORD00002716,OI000014507,ITEM0063,1,550.00,230.52,0.00,550.00
ORD00002716,OI000014508,ITEM0067,2,300.00,102.15,0.00,600.00
ORD00002716,OI000014509,ITEM0129,2,550.00,174.84,0.00,1100.00
ORD00002716,OI000014510,ITEM0134,2,150.00,97.79,0.00,300.00
ORD00002716,OI000014511,ITEM0148,1,300.00,200.34,0.00,300.00
ORD00002716,OI000014512,ITEM0151,3,60.00,40.23,0.00,180.00
ORD00002716,OI000014513,ITEM0156,2,120.00,43.10,0.00,240.00
ORD00002890,OI000015461,ITEM0022,1,480.00,164.43,0.00,480.00
ORD00002890,OI000015462,ITEM0033,2,850.00,287.18,0.00,1700.00
ORD00002890,OI000015463,ITEM0034,2,950.00,422.42,0.00,1900.00
ORD00002890,OI000015464,ITEM0048,1,1400.00,543.12,0.00,1400.00
ORD00002890,OI000015465,ITEM0124,2,180.00,123.74,0.00,360.00
ORD00002890,OI000015466,ITEM0151,1,60.00,40.23,0.00,60.00
ORD00002890,OI000015467,ITEM0152,4,90.00,36.25,0.00,360.00
ORD00002905,OI000015564,ITEM0023,1,450.00,186.99,0.00,450.00
ORD00002905,OI000015565,ITEM0081,1,1450.00,986.58,0.00,1450.00
ORD00004030,OI000021729,ITEM0032,1,750.00,331.25,112.50,637.50
ORD00004030,OI000021730,ITEM0068,1,650.00,449.04,97.50,552.50
ORD00004030,OI000021731,ITEM0148,2,300.00,200.34,90.00,510.00
ORD00010226,OI000054991,ITEM0029,6,890.00,295.80,0.00,5340.00
ORD00010226,OI000054992,ITEM0048,2,1400.00,543.12,0.00,2800.00
ORD00010226,OI000054993,ITEM0057,1,650.00,425.65,0.00,650.00
ORD00010226,OI000054994,ITEM0068,1,650.00,449.04,0.00,650.00
ORD00010226,OI000054995,ITEM0113,1,470.00,182.39,0.00,470.00
ORD00010226,OI000054996,ITEM0124,1,180.00,123.74,36.00,144.00
ORD00010226,OI000054997,ITEM0134,3,150.00,97.79,0.00,450.00
ORD00010226,OI000054998,ITEM0148,1,300.00,200.34,0.00,300.00
ORD00012237,OI000065701,ITEM0004,2,550.00,205.81,0.00,1100.00
ORD00012237,OI000065702,ITEM0062,2,750.00,327.59,0.00,1500.00
ORD00012237,OI000065703,ITEM0131,3,350.00,145.91,0.00,1050.00
ORD00012237,OI000065704,ITEM0147,1,440.00,139.41,0.00,440.00
ORD00012237,OI000065705,ITEM0151,4,60.00,40.23,0.00,240.00
ORD00012846,OI000069059,ITEM0061,3,950.00,345.20,0.00,2850.00
ORD00012846,OI000069060,ITEM0083,1,1650.00,664.65,0.00,1650.00
ORD00012846,OI000069061,ITEM0102,2,1360.00,584.85,0.00,2720.00
ORD00012846,OI000069062,ITEM0122,1,650.00,275.68,0.00,650.00
ORD00012846,OI000069063,ITEM0134,3,150.00,97.79,0.00,450.00
ORD00012846,OI000069064,ITEM0148,2,300.00,200.34,0.00,600.00
ORD00012846,OI000069065,ITEM0149,2,350.00,156.59,0.00,700.00
ORD00012870,OI000069178,ITEM0005,2,400.00,140.09,0.00,800.00
ORD00012870,OI000069179,ITEM0020,3,780.00,303.62,468.00,1872.00
ORD00012870,OI000069180,ITEM0022,2,480.00,164.43,192.00,768.00
ORD00012870,OI000069181,ITEM0050,1,1650.00,699.44,0.00,1650.00
ORD00012870,OI000069182,ITEM0054,4,1210.00,385.90,0.00,4840.00
ORD00013550,OI000072798,ITEM0037,1,2200.00,927.83,0.00,2200.00
ORD00013550,OI000072799,ITEM0039,1,950.00,420.83,0.00,950.00
ORD00013550,OI000072800,ITEM0082,1,1500.00,645.85,0.00,1500.00
ORD00013550,OI000072801,ITEM0148,2,300.00,200.34,0.00,600.00
ORD00013550,OI000072802,ITEM0160,1,100.00,44.23,0.00,100.00
ORD00015158,OI000081484,ITEM0043,1,4800.00,1920.49,0.00,4800.00
ORD00015158,OI000081485,ITEM0048,1,1400.00,543.12,0.00,1400.00
ORD00015158,OI000081486,ITEM0055,1,680.00,217.90,0.00,680.00
ORD00015158,OI000081487,ITEM0081,1,1450.00,986.58,0.00,1450.00
ORD00016553,OI000089038,ITEM0057,1,650.00,425.65,0.00,650.00
ORD00016553,OI000089039,ITEM0081,2,1450.00,986.58,0.00,2900.00
ORD00016553,OI000089040,ITEM0125,1,295.00,115.01,0.00,295.00
ORD00018902,OI000101711,ITEM0033,1,850.00,287.18,0.00,850.00
ORD00018902,OI000101712,ITEM0045,2,1530.00,595.53,0.00,3060.00
ORD00018902,OI000101713,ITEM0047,1,1650.00,627.28,0.00,1650.00
ORD00018902,OI000101714,ITEM0051,2,680.00,266.66,0.00,1360.00
ORD00018902,OI000101715,ITEM0054,2,1280.00,409.33,0.00,2560.00
ORD00018902,OI000101716,ITEM0055,1,710.00,227.76,0.00,710.00
ORD00018902,OI000101717,ITEM0081,2,1450.00,986.58,0.00,2900.00
ORD00018902,OI000101718,ITEM0129,1,550.00,174.84,0.00,550.00
ORD00018902,OI000101719,ITEM0156,3,120.00,43.10,0.00,360.00
ORD00022022,OI000118635,ITEM0021,1,420.00,168.96,84.00,336.00
ORD00022022,OI000118636,ITEM0048,1,1460.00,572.91,0.00,1460.00
ORD00022022,OI000118637,ITEM0055,1,710.00,227.76,0.00,710.00
ORD00022022,OI000118638,ITEM0112,1,310.00,140.73,0.00,310.00
ORD00022022,OI000118639,ITEM0113,1,500.00,193.08,0.00,500.00
ORD00022022,OI000118640,ITEM0147,4,470.00,148.21,0.00,1880.00
ORD00022022,OI000118641,ITEM0148,2,300.00,200.34,0.00,600.00
ORD00022022,OI000118642,ITEM0156,3,120.00,43.10,0.00,360.00
ORD00023021,OI000124018,ITEM0066,3,900.00,324.79,0.00,2700.00
ORD00023021,OI000124019,ITEM0093,2,1090.00,392.41,0.00,2180.00
ORD00023021,OI000124020,ITEM0124,2,180.00,123.74,0.00,360.00
ORD00023021,OI000124021,ITEM0147,1,470.00,148.21,0.00,470.00
ORD00023566,OI000126984,ITEM0112,1,310.00,140.73,0.00,310.00
ORD00023566,OI000126985,ITEM0138,1,260.00,108.52,0.00,260.00
ORD00023566,OI000126986,ITEM0151,1,60.00,40.23,0.00,60.00
ORD00024698,OI000133156,ITEM0035,2,900.00,381.70,0.00,1800.00
ORD00024698,OI000133157,ITEM0041,2,1200.00,476.05,0.00,2400.00
ORD00024698,OI000133158,ITEM0045,-1,1530.00,595.53,0.00,1530.00
ORD00024698,OI000133159,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00024698,OI000133160,ITEM0084,1,1200.00,403.02,0.00,1200.00
ORD00024698,OI000133161,ITEM0159,1,450.00,181.98,0.00,450.00
ORD00026298,OI000141621,ITEM0003,1,360.00,139.35,0.00,360.00
ORD00026298,OI000141622,ITEM0029,1,950.00,312.12,0.00,950.00
ORD00026298,OI000141623,ITEM0041,1,1200.00,476.05,0.00,1200.00
ORD00026298,OI000141624,ITEM0068,2,680.00,470.19,0.00,1360.00
ORD00026298,OI000141625,ITEM0129,1,550.00,174.84,0.00,550.00
ORD00026298,OI000141626,ITEM0143,3,540.00,180.93,0.00,1620.00
ORD00026298,OI000141627,ITEM0151,1,60.00,40.23,0.00,60.00
ORD00026483,OI000142664,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD00026483,OI000142665,ITEM0054,2,1280.00,409.33,0.00,2560.00
ORD00026483,OI000142666,ITEM0063,1,550.00,230.52,0.00,550.00
ORD00026483,OI000142667,ITEM0081,2,1450.00,986.58,0.00,2900.00
ORD00026483,OI000142668,ITEM0141,1,510.00,166.18,0.00,510.00
ORD00027937,OI000150443,ITEM0005,1,420.00,149.00,0.00,420.00
ORD00027937,OI000150444,ITEM0018,1,580.00,222.66,0.00,580.00
ORD00027937,OI000150445,ITEM0063,1,550.00,230.52,0.00,550.00
ORD00028441,OI000153097,ITEM0009,1,470.00,178.25,0.00,470.00
ORD00028441,OI000153098,ITEM0033,1,850.00,287.18,0.00,850.00
ORD00028441,OI000153099,ITEM0048,1,1460.00,572.91,0.00,1460.00
ORD00028441,OI000153100,ITEM0055,3,710.00,227.76,0.00,2130.00
ORD00028441,OI000153101,ITEM0061,1,950.00,345.20,0.00,950.00
ORD00028441,OI000153102,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00028441,OI000153103,ITEM0083,2,1650.00,664.65,0.00,3300.00
ORD00028441,OI000153104,ITEM0124,1,180.00,123.74,0.00,180.00
ORD00029640,OI000159485,ITEM0037,1,2200.00,927.83,0.00,2200.00
ORD00029640,OI000159486,ITEM0047,1,1650.00,627.28,0.00,1650.00
ORD00029640,OI000159487,ITEM0051,1,680.00,266.66,0.00,680.00
ORD00029640,OI000159487,ITEM0051,1,680.00,266.66,0.00,680.00
ORD00029640,OI000159488,ITEM0055,1,710.00,227.76,0.00,710.00
ORD00029640,OI000159489,ITEM0059,1,700.00,294.46,0.00,700.00
ORD00029640,OI000159490,ITEM0067,2,300.00,102.15,0.00,600.00
ORD00029640,OI000159491,ITEM0113,1,500.00,193.08,0.00,500.00
ORD00029640,OI000159492,ITEM0147,2,470.00,148.21,0.00,940.00
ORD00034833,OI000187569,ITEM0033,1,850.00,287.18,53.93,796.07
ORD00034833,OI000187570,ITEM0042,1,5500.00,2384.10,348.98,5151.02
ORD00034833,OI000187571,ITEM0045,1,1530.00,595.53,97.08,1432.92
ORD00034833,OI000187572,ITEM0057,1,650.00,425.65,0.00,650.00
ORD00034833,OI000187573,ITEM0137,1,310.00,112.52,0.00,310.00
ORD00034833,OI000187574,ITEM0151,2,60.00,40.23,0.00,120.00
ORD00039902,OI000215142,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD00039902,OI000215143,ITEM0054,1,1220.00,409.33,0.00,1220.00
ORD00039902,OI000215144,ITEM0058,1,990.00,378.58,0.00,990.00
ORD00039902,OI000215145,ITEM0109,1,1500.00,513.48,0.00,1500.00
ORD00039902,OI000215146,ITEM0124,1,190.00,131.48,0.00,190.00
ORD00039902,OI000215147,ITEM5099,3,125.00,46.27,0.00,375.00
ORD00039934,OI000215307,,1,1250.00,495.95,0.00,1250.00
ORD00039934,OI000215308,ITEM0139,1,400.00,66.93,0.00,400.00
ORD00041594,OI000224320,ITEM0045,7,1530.00,595.53,0.00,10710.00
ORD00041594,OI000224321,ITEM0049,2,2740.00,1107.09,0.00,5480.00
ORD00041594,OI000224322,ITEM0113,1,480.00,193.08,0.00,480.00
ORD00042355,OI000228404,ITEM0011,3,990.00,332.30,202.04,2767.96
ORD00042355,OI000228405,ITEM0048,3,1460.00,572.91,297.96,4082.04
ORD00042355,OI000228406,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00042355,OI000228407,ITEM0125,2,290.00,119.62,0.00,580.00
ORD00043127,OI000232528,ITEM0026,1,540.00,239.70,0.00,540.00
ORD00043127,OI000232529,ITEM0041,1,1250.00,495.95,156.64,1093.36
ORD00043127,OI000232530,ITEM0046,1,2740.00,1088.75,343.36,2396.64
ORD00043127,OI000232531,ITEM0122,1,690.00,295.82,0.00,690.00
ORD00044058,OI000237520,ITEM0004,1,570.00,214.30,0.00,570.00
ORD00044058,OI000237521,ITEM0055,1,680.00,227.76,0.00,680.00
ORD00044058,OI000237522,ITEM0112,1,310.00,140.73,0.00,310.00
ORD00044058,OI000237523,ITEM0121,1,360.00,121.95,0.00,360.00
ORD00044058,OI000237524,ITEM0151,4,60.00,43.08,0.00,240.00
ORD00049418,OI000266485,ITEM0019,1,360.00,154.84,0.00,360.00
ORD00049418,OI000266486,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD00049418,OI000266487,ITEM0054,1,1220.00,409.33,0.00,1220.00
ORD00049418,OI000266488,ITEM0098,2,1220.00,521.65,0.00,2440.00
ORD00049418,OI000266489,ITEM0132,3,390.00,159.49,0.00,1170.00
ORD00049418,OI000266490,ITEM0134,2,160.00,105.60,0.00,320.00
ORD00052296,OI000282164,ITEM0012,1,900.00,402.60,0.00,900.00
ORD00052296,OI000282165,ITEM0057,1,670.00,446.99,0.00,670.00
ORD00052296,OI000282166,ITEM0142,2,610.00,244.33,0.00,1220.00
ORD00052296,OI000282167,ITEM0150,1,125.00,48.98,0.00,125.00
