order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD00160905,OI000874379,ITEM0012,1,900.00,402.60,0.00,900.00
ORD00160905,OI000874380,ITEM0147,2,480.00,154.20,0.00,960.00
ORD00160905,OI000874381,ITEM0148,4,320.00,208.57,0.00,1280.00
ORD00160905,OI000874382,ITEM0152,1,100.00,40.74,0.00,100.00
ORD00164833,OI000895813,ITEM0078,1,1250.00,560.33,0.00,1250.00
ORD00164833,OI000895814,ITEM0125,1,320.00,124.33,0.00,320.00
ORD00164833,OI000895815,ITEM0148,3,320.00,208.57,0.00,960.00
ORD00164833,OI000895816,ITEM0151,6,65.00,45.19,0.00,390.00
ORD00166356,OI000904083,ITEM0014,1,490.00,180.01,0.00,490.00
ORD00166356,OI000904084,ITEM0046,2,2820.00,1115.76,0.00,5640.00
ORD00166356,OI000904085,ITEM0056,1,1440.00,468.22,0.00,1440.00
ORD00166356,OI000904086,ITEM0117,1,930.00,145.29,0.00,930.00
ORD00166356,OI000904087,ITEM0132,1,410.00,163.26,0.00,410.00
ORD00166356,OI000904088,ITEM0147,4,480.00,154.20,0.00,1920.00
ORD00166356,OI000904089,ITEM0151,2,65.00,45.19,0.00,130.00
ORD00166419,OI000904431,ITEM0037,1,2380.00,995.51,0.00,2380.00
ORD00166419,OI000904432,ITEM0055,1,750.00,235.61,0.00,750.00
ORD00166419,OI000904433,ITEM0113,1,510.00,198.15,0.00,510.00
ORD00166419,OI000904434,ITEM0123,2,330.00,138.90,0.00,660.00
ORD00166419,OI000904434,ITEM0123,2,330.00,138.90,0.00,660.00
ORD00167543,OI000910646,ITEM0040,1,750.00,267.75,0.00,750.00
ORD00167543,OI000910647,ITEM0057,1,690.00,468.22,0.00,690.00
ORD00167543,OI000910648,ITEM0067,1,320.00,108.16,0.00,320.00
ORD00167543,OI000910649,ITEM0134,2,165.00,108.74,0.00,330.00
ORD00167543,OI000910650,ITEM0151,2,65.00,45.19,0.00,130.00
ORD00168787,OI000917367,ITEM0046,1,2820.00,1115.76,0.00,2820.00
ORD00168787,OI000917368,ITEM0066,1,950.00,343.77,0.00,950.00
ORD00168787,OI000917369,ITEM0067,1,320.00,108.16,0.00,320.00
ORD00168787,OI000917369,ITEM0067,1,320.00,108.16,0.00,320.00
ORD00168787,OI000917370,ITEM0135,1,105.00,69.46,0.00,105.00
ORD00168787,OI000917371,ITEM0148,3,350.00,208.57,0.00,1050.00
ORD00172040,OI000935256,ITEM0031,2,1190.00,364.08,0.00,2380.00
ORD00172040,OI000935257,ITEM0041,1,1310.00,515.58,0.00,1310.00
ORD00172040,OI000935258,ITEM0081,4,1510.00,1047.44,0.00,6040.00
