order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD00015913,OI000085605,ITEM0067,1,300.00,102.15,0.00,300.00
ORD00015913,OI000085606,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00015913,OI000085607,ITEM0124,1,180.00,123.74,36.00,144.00
ORD00015913,OI000085608,ITEM0133,1,170.00,73.21,34.00,136.00
ORD00015913,OI000085609,ITEM0147,3,470.00,148.21,0.00,1410.00
ORD00015913,OI000085610,ITEM0152,1,90.00,36.25,0.00,90.00
ORD00015914,OI000085611,ITEM0005,1,420.00,149.00,0.00,420.00
ORD00015914,OI000085612,ITEM0041,1,1200.00,476.05,0.00,1200.00
ORD00015914,OI000085613,ITEM0050,1,1720.00,751.10,0.00,1720.00
ORD00015914,OI000085614,ITEM0061,1,950.00,345.20,0.00,950.00
ORD00015914,OI000085615,,2,1450.00,986.58,0.00,2900.00
ORD00015914,OI000085616,ITEM0124,2,180.00,123.74,0.00,360.00
ORD00015914,OI000085617,ITEM0153,3,40.00,15.78,0.00,120.00
ORD00015915,OI000085618,ITEM0001,1,260.00,93.07,0.00,260.00
ORD00015915,OI000085619,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD00015915,OI000085620,ITEM0055,1,710.00,227.76,0.00,710.00
ORD00015915,OI000085621,ITEM0083,1,1650.00,664.65,0.00,1650.00
ORD00015915,OI000085622,ITEM0114,1,265.00,84.81,0.00,265.00
ORD00015915,OI000085623,ITEM0134,1,160.00,105.60,0.00,160.00
ORD00015915,OI000085624,ITEM0151,5,60.00,40.23,0.00,300.00
ORD00015916,OI000085625,ITEM0037,3,2200.00,927.83,0.00,6600.00
ORD00015916,OI000085626,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD00015916,OI000085627,ITEM0055,4,710.00,227.76,0.00,2840.00
ORD00015916,OI000085628,ITEM0065,1,-1250.00,459.18,0.00,1250.00
ORD00015916,OI000085629,ITEM0148,2,300.00,200.34,0.00,600.00
ORD00015916,OI000085630,ITEM0151,3,60.00,40.23,0.00,180.00
ORD00015916,OI000085631,ITEM0154,2,350.00,118.60,0.00,700.00
ORD00015917,OI000085632,ITEM0022,1,480.00,164.43,0.00,480.00
ORD00015917,OI000085633,ITEM0030,2,265.00,110.76,0.00,530.00
ORD00015917,OI000085634,ITEM0036,1,800.00,317.74,0.00,800.00
ORD00015917,OI000085635,ITEM0038,1,1100.00,465.70,0.00,1100.00
ORD00015917,OI000085636,ITEM0058,1,950.00,355.70,0.00,950.00
ORD00015917,OI000085637,ITEM0067,1,300.00,102.15,0.00,300.00
ORD00015917,OI000085638,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00015917,OI000085639,ITEM0119,1,470.00,169.51,0.00,470.00
ORD00015917,OI000085640,ITEM0137,1,310.00,112.52,0.00,310.00
ORD00015918,OI000085641,ITEM0003,2,360.00,139.35,0.00,720.00
ORD00015918,OI000085642,ITEM0018,2,580.00,222.66,232.00,928.00
