order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD28783505,OI000283594,ITEM0090,1,1840.00,663.73,0.00,1840.00
ORD97502676,OI000283655,ITEM0114,2,280.00,84.81,0.00,560.00
ORD83837917,OI000283713,ITEM0053,1,1400.00,578.78,0.00,1400.00
ORD94351310,OI000283962,ITEM0150,1,125.00,48.98,0.00,125.00
ORD23132781,OI000284464,ITEM0137,3,330.00,112.52,0.00,990.00
ORD65868867,OI000284759,ITEM0129,1,540.00,183.07,0.00,540.00
ORD00052960,OI000285683,ITEM0033,1,900.00,299.82,0.00,900.00
ORD00052960,OI000285684,ITEM0048,1,1460.00,572.91,0.00,1460.00
ORD00052960,OI000285685,ITEM0060,1,790.00,323.39,0.00,790.00
ORD00052960,OI000285686,ITEM0151,3,60.00,43.08,0.00,180.00
ORD00052979,OI000285771,ITEM0041,1,1250.00,495.95,0.00,1250.00
ORD00052979,OI000285772,ITEM0055,1,680.00,227.76,0.00,680.00
ORD00052979,OI000285773,ITEM0074,1,1200.00,536.56,0.00,1200.00
ORD00052979,OI000285774,ITEM0081,1,1510.00,1047.44,0.00,1510.00
ORD00052979,OI000285775,ITEM0121,1,360.00,121.95,0.00,360.00
ORD00052979,OI000285776,ITEM0133,2,180.00,78.35,0.00,360.00
ORD00052979,OI000285776,ITEM0133,2,180.00,78.35,0.00,360.00
ORD00052979,OI000285777,ITEM0154,2,370.00,126.03,0.00,740.00
ORD00053013,OI000285961,ITEM0033,1,900.00,299.82,0.00,900.00
ORD00053013,OI000285962,ITEM0057,1,670.00,446.99,0.00,670.00
ORD00053013,OI000285963,ITEM0082,1,1600.00,687.45,0.00,1600.00
ORD00053013,OI000285964,ITEM0138,2,270.00,108.52,0.00,540.00
ORD00053013,OI000285965,ITEM0148,1,320.00,208.57,0.00,320.00
ORD00053013,OI000285966,ITEM0151,3,60.00,43.08,0.00,180.00
ORD05991377,OI000286379,ITEM0142,2,610.00,244.33,0.00,1220.00
ORD23257108,OI000286732,ITEM0075,2,630.00,269.61,0.00,1260.00
ORD00053164,OI000286765,ITEM0056,2,1440.00,468.22,0.00,2880.00
ORD00053164,OI000286766,ITEM0066,1,950.00,343.77,0.00,950.00
ORD00053164,OI000286767,ITEM0068,2,680.00,470.19,0.00,1360.00
ORD00053164,OI000286768,ITEM0076,1,720.00,281.82,0.00,720.00
ORD00053164,OI000286769,ITEM0114,1,280.00,84.81,0.00,280.00
ORD00053164,OI000286770,ITEM0131,1,360.00,156.93,0.00,360.00
ORD00053164,OI000286771,ITEM0134,3,160.00,105.60,0.00,480.00
ORD00053164,OI000286772,ITEM0140,2,450.00,65.77,0.00,900.00
ORD99007344,OI000286810,ITEM0159,3,460.00,192.62,0.00,1380.00
ORD00053220,OI000287055,ITEM0066,2,950.00,343.77,0.00,1900.00
ORD00053220,OI000287056,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00053220,OI000287057,ITEM0102,1,1340.00,625.27,0.00,1340.00
ORD00053220,OI000287058,ITEM0153,2,40.00,16.47,0.00,80.00
ORD00053220,OI000287059,ITEM0159,2,460.00,192.62,0.00,920.00
ORD00053220,OI000287060,ITEM8042,3,105.00,46.24,0.00,315.00
ORD47532353,OI000287149,ITEM0115,1,610.00,186.26,0.00,610.00
ORD00053238,OI000287152,ITEM0086,1,1380.00,560.08,0.00,1380.00
ORD00053238,OI000287153,ITEM0151,4,65.00,43.08,0.00,260.00
ORD22045906,OI000287493,ITEM0152,2,95.00,38.94,0.00,190.00
ORD00053377,OI000287881,ITEM0037,3,2310.00,972.25,0.00,6930.00
ORD00053377,OI000287882,ITEM0041,3,1250.00,495.95,0.00,3750.00
ORD00053377,OI000287883,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD00053377,OI000287884,ITEM0058,2,990.00,378.58,0.00,1980.00
ORD00053377,OI000287885,ITEM0062,1,790.00,350.53,0.00,790.00
ORD00053377,OI000287886,ITEM0068,4,680.00,470.19,0.00,2720.00
ORD00053377,OI000287887,ITEM0093,2,1090.00,392.41,0.00,2180.00
ORD00053377,OI000287888,ITEM0135,3,105.00,69.46,0.00,315.00
ORD20005295,OI000287964,ITEM0031,1,1100.00,364.08,0.00,1100.00
ORD24789151,OI000288817,ITEM0074,2,1200.00,536.56,0.00,2400.00
ORD88096738,OI000289194,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD76205436,OI000289400,ITEM0122,2,690.00,295.82,0.00,1380.00
ORD05328061,OI000290251,ITEM0137,2,330.00,112.52,0.00,660.00
ORD73245986,OI000290495,ITEM0040,2,730.00,258.94,0.00,1460.00
ORD83709756,OI000290551,ITEM0085,1,1630.00,650.03,0.00,1630.00
ORD84504924,OI000290591,ITEM0143,1,540.00,180.93,0.00,540.00
ORD74907893,OI000290989,ITEM0129,1,540.00,183.07,0.00,540.00
ORD04406136,OI000291214,ITEM0124,2,190.00,131.48,0.00,380.00
ORD15678015,OI000291564,ITEM0049,1,2540.00,1107.09,0.00,2540.00
ORD07257894,OI000291735,ITEM0083,2,1760.00,701.86,1760.00,1760.00
ORD91054626,OI000291816,ITEM0152,2,95.00,38.94,0.00,190.00
ORD77333535,OI000291852,ITEM0048,1,1460.00,572.91,0.00,1460.00
ORD99926635,OI000292004,ITEM0145,1,320.00,144.29,0.00,320.00
ORD12800116,OI000292262,ITEM0048,1,1460.00,572.91,0.00,1460.00
ORD00330035,OI000294040,ITEM0021,1,430.00,179.74,0.00,430.00
ORD70100251,OI000294238,ITEM0153,2,40.00,16.47,0.00,80.00
ORD67914623,OI000294243,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00054577,OI000294409,ITEM0040,2,730.00,258.94,0.00,1460.00
ORD00054577,OI000294410,ITEM0041,2,1250.00,495.95,0.00,2500.00
ORD00054577,OI000294411,ITEM0049,2,2540.00,1107.09,0.00,5080.00
ORD00054577,OI000294412,ITEM0054,1,1220.00,409.33,0.00,1220.00
ORD00054577,OI000294413,ITEM0124,1,190.00,131.48,0.00,190.00
ORD00054577,OI000294414,ITEM0134,1,160.00,105.60,0.00,160.00
ORD00054577,OI000294415,ITEM0141,2,510.00,166.18,0.00,1020.00
ORD00054577,OI000294416,ITEM0152,4,95.00,38.94,0.00,380.00
ORD00054577,OI000294417,ITEM0159,3,460.00,192.62,0.00,1380.00
ORD12544386,OI000294620,ITEM0146,2,580.00,200.95,0.00,1160.00
ORD00054618,OI000294637,ITEM0035,1,960.00,403.00,0.00,960.00
ORD00054618,OI000294638,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD00054618,OI000294639,ITEM0058,1,990.00,378.58,0.00,990.00
ORD00054618,OI000294640,ITEM0076,1,720.00,281.82,0.00,720.00
ORD00054618,OI000294641,ITEM0085,2,1630.00,650.03,1630.00,1630.00
ORD00054618,OI000294642,ITEM0153,3,40.00,16.47,0.00,120.00
ORD72616395,OI000295300,ITEM0151,3,60.00,43.08,0.00,180.00
ORD26019065,OI000295657,ITEM0119,1,470.00,169.51,0.00,470.00
ORD72859455,OI000295721,ITEM0153,3,40.00,16.47,0.00,120.00
ORD24735767,OI000296740,ITEM0133,2,180.00,78.35,0.00,360.00
ORD35884036,OI000297002,ITEM0061,2,1060.00,363.74,0.00,2120.00
ORD78432742,OI000297094,ITEM0138,1,270.00,108.52,0.00,270.00
ORD27192974,OI000297122,ITEM0134,1,160.00,105.60,0.00,160.00
ORD44795414,OI000298279,ITEM0154,2,370.00,126.03,0.00,740.00
ORD07686206,OI000298747,ITEM0159,2,460.00,192.62,0.00,920.00
ORD95446551,OI000298791,ITEM0155,4,210.00,93.65,0.00,840.00
ORD60590657,OI000299190,ITEM0033,4,900.00,299.82,0.00,3600.00
ORD28667576,OI000299291,ITEM0037,1,2310.00,972.25,0.00,2310.00
ORD32262271,OI000299440,ITEM0067,1,320.00,108.16,0.00,320.00
ORD37372029,OI000299756,ITEM0159,4,460.00,192.62,0.00,1840.00
ORD01080223,OI000299779,ITEM0087,2,3360.00,1425.09,3360.00,3360.00
ORD81513897,OI000300411,ITEM0124,1,190.00,131.48,0.00,190.00
ORD56548875,OI000300507,ITEM0151,1,60.00,43.08,0.00,60.00
ORD36313744,OI000300989,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD58810203,OI000301002,ITEM0157,4,770.00,314.38,0.00,3080.00
ORD77361515,OI000301023,ITEM0104,2,1150.00,476.78,0.00,2300.00
ORD91789223,OI000301036,ITEM0068,3,680.00,470.19,0.00,2040.00
ORD26345794,OI000301365,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD40700177,OI000301519,ITEM0157,1,770.00,314.38,0.00,770.00
ORD00055941,OI000301779,ITEM0002,1,210.00,72.86,0.00,210.00
ORD00055941,OI000301780,ITEM0048,2,1460.00,572.91,0.00,2920.00
ORD00055941,OI000301781,ITEM0062,2,790.00,350.53,0.00,1580.00
ORD00055941,OI000301782,ITEM0082,1,1600.00,687.45,0.00,1600.00
ORD00055941,OI000301783,ITEM0160,1,105.00,46.24,0.00,105.00
ORD24777961,OI000301927,ITEM0020,1,810.00,323.82,0.00,810.00
ORD69169374,OI000302116,ITEM0151,4,60.00,43.08,0.00,240.00
ORD87692108,OI000302299,ITEM0151,3,60.00,43.08,0.00,180.00
ORD35943546,OI000302844,ITEM0064,1,530.00,186.68,0.00,530.00
ORD89302291,OI000302971,ITEM0092,2,1190.00,465.66,0.00,2380.00
ORD00056270,OI000303563,ITEM0034,1,1020.00,445.69,0.00,1020.00
ORD00056270,OI000303564,ITEM0061,1,980.00,363.74,0.00,980.00
ORD00056270,OI000303565,ITEM0126,1,155.00,69.21,0.00,155.00
ORD00056270,OI000303566,ITEM0138,1,270.00,108.52,0.00,270.00
ORD00056320,OI000303824,ITEM0057,2,670.00,446.99,0.00,1340.00
ORD00056320,OI000303825,ITEM0077,1,780.00,295.15,0.00,780.00
ORD00056320,OI000303826,ITEM0134,1,160.00,105.60,0.00,160.00
ORD00056320,OI000303827,ITEM0145,2,320.00,144.29,0.00,640.00
ORD86324413,OI000303861,ITEM0038,1,1140.00,497.08,0.00,1140.00
ORD62909723,OI000304209,ITEM0065,1,1300.00,489.16,0.00,1300.00
ORD02210886,OI000304225,ITEM0134,5,160.00,105.60,0.00,800.00
ORD63275414,OI000304850,ITEM0150,1,125.00,48.98,0.00,125.00
ORD00408468,OI000305026,ITEM0126,2,155.00,69.21,0.00,310.00
ORD06380272,OI000305055,ITEM0146,3,580.00,200.95,0.00,1740.00
ORD63522445,OI000305126,ITEM0068,1,680.00,470.19,0.00,680.00
ORD97847949,OI000305182,ITEM0157,2,770.00,314.38,0.00,1540.00
ORD93373577,OI000305317,ITEM0062,1,790.00,350.53,0.00,790.00
ORD68764672,OI000305333,ITEM0018,1,590.00,236.34,0.00,590.00
ORD64786137,OI000305569,ITEM0137,2,330.00,112.52,0.00,660.00
ORD11035778,OI000305578,ITEM0076,1,720.00,281.82,0.00,720.00
ORD22543883,OI000305700,ITEM0142,2,610.00,244.33,0.00,1220.00
ORD47656806,OI000305788,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD73233276,OI000305925,ITEM0139,1,400.00,66.93,0.00,400.00
ORD00056725,OI000306042,ITEM0004,1,570.00,214.30,0.00,570.00
ORD00056725,OI000306043,ITEM0057,8,670.00,446.99,0.00,5360.00
ORD24667507,OI000306735,ITEM0151,4,65.00,43.08,0.00,260.00
ORD78496788,OI000306754,ITEM0157,2,770.00,314.38,0.00,1540.00
ORD19088559,OI000306948,ITEM0024,2,790.00,275.47,0.00,1580.00
ORD42822277,OI000309248,ITEM0157,2,770.00,314.38,0.00,1540.00
ORD38254992,OI000309276,ITEM0009,3,470.00,178.25,0.00,1410.00
ORD11871200,OI000309969,ITEM0121,1,360.00,121.95,0.00,360.00
ORD11843519,OI000310513,ITEM0157,1,770.00,314.38,0.00,770.00
ORD85894743,OI000310872,ITEM0148,2,320.00,208.57,0.00,640.00
ORD81239564,OI000310942,ITEM0068,1,680.00,470.19,0.00,680.00
ORD08881131,OI000310976,ITEM0092,1,1190.00,465.66,0.00,1190.00
