order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD98747032,OI000566767,ITEM0068,2,680.00,470.19,0.00,1360.00
ORD54747654,OI000567181,ITEM0054,2,1220.00,409.33,0.00,2440.00
ORD93633555,OI000567276,ITEM0004,5,600.00,214.30,0.00,3000.00
ORD02757146,OI000567471,ITEM0091,2,1850.00,702.28,0.00,3700.00
ORD18445691,OI000567678,ITEM0014,1,470.00,180.01,0.00,470.00
ORD88991376,OI000567707,ITEM0090,1,1840.00,663.73,0.00,1840.00
ORD58927488,OI000568051,ITEM0134,1,160.00,105.60,0.00,160.00
ORD12600899,OI000568195,ITEM0033,1,900.00,299.82,0.00,900.00
ORD46823353,OI000569147,ITEM0072,4,790.00,332.55,0.00,3160.00
ORD09884217,OI000569244,ITEM0091,1,1850.00,702.28,0.00,1850.00
ORD42767713,OI000569400,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD63150499,OI000569496,ITEM0001,1,260.00,93.07,0.00,260.00
ORD00105211,OI000569515,ITEM0003,1,380.00,139.35,0.00,380.00
ORD00105211,OI000569516,ITEM0013,1,420.00,179.48,0.00,420.00
ORD00105211,OI000569517,ITEM0031,1,1100.00,364.08,0.00,1100.00
ORD00105211,OI000569518,ITEM0045,1,1530.00,595.53,0.00,1530.00
ORD00105211,OI000569519,ITEM0056,2,1440.00,468.22,0.00,2880.00
ORD00105211,OI000569520,ITEM0071,1,680.00,259.12,0.00,680.00
ORD00105211,OI000569521,ITEM0073,1,850.00,331.31,0.00,850.00
ORD00105211,OI000569522,ITEM0077,1,660.00,295.15,0.00,660.00
ORD00105211,OI000569523,ITEM0109,2,1500.00,513.48,0.00,3000.00
ORD00105211,OI000569524,ITEM0131,1,360.00,156.93,0.00,360.00
ORD00105211,OI000569525,ITEM0138,1,270.00,108.52,0.00,270.00
ORD00105211,OI000569526,ITEM0141,1,510.00,166.18,0.00,510.00
ORD00105211,OI000569527,ITEM0159,3,460.00,192.62,0.00,1380.00
ORD81530706,OI000570014,ITEM0146,2,580.00,200.95,0.00,1160.00
ORD35982538,OI000570364,ITEM0036,1,840.00,338.10,0.00,840.00
ORD63256669,OI000570493,ITEM0133,1,180.00,78.35,180.00,0.00
ORD85962144,OI000570666,ITEM0048,3,1460.00,572.91,0.00,4380.00
ORD98632393,OI000570758,ITEM0081,1,1510.00,1047.44,0.00,1510.00
ORD00105429,OI000570769,ITEM0061,1,980.00,363.74,0.00,980.00
ORD00105429,OI000570770,ITEM0085,1,1630.00,650.03,0.00,1630.00
ORD00105429,OI000570771,ITEM0086,3,1380.00,560.08,0.00,4140.00
ORD00105463,OI000570948,ITEM0045,2,1530.00,595.53,1530.00,1530.00
ORD00105463,OI000570949,ITEM0050,2,1860.00,751.10,1860.00,1860.00
ORD00105463,OI000570950,ITEM0066,2,950.00,343.77,0.00,1900.00
ORD00105463,OI000570951,ITEM0077,1,710.00,295.15,0.00,710.00
ORD00105463,OI000570952,ITEM0081,1,1510.00,1047.44,0.00,1510.00
ORD00105463,OI000570953,ITEM0138,2,270.00,108.52,0.00,540.00
ORD00105463,OI000570954,ITEM0142,1,780.00,244.33,0.00,780.00
ORD00105463,OI000570955,ITEM0148,3,350.00,208.57,0.00,1050.00
ORD00105486,OI000571075,ITEM0023,2,470.00,200.14,470.00,470.00
ORD00105486,OI000571076,ITEM0045,2,1530.00,595.53,1530.00,1530.00
ORD00105486,OI000571077,ITEM0124,2,190.00,131.48,0.00,380.00
ORD00105486,OI000571078,ITEM0151,4,60.00,43.08,0.00,240.00
ORD00105493,OI000571109,ITEM0003,1,380.00,139.35,0.00,380.00
ORD00105493,OI000571110,ITEM0012,1,900.00,402.60,0.00,900.00
ORD00105493,OI000571111,ITEM0029,1,1030.00,312.12,0.00,1030.00
ORD00105493,OI000571112,ITEM0041,1,1250.00,495.95,0.00,1250.00
ORD00105493,OI000571113,ITEM0045,2,1530.00,595.53,0.00,3060.00
ORD00105493,OI000571114,ITEM0058,2,1210.00,378.58,0.00,2420.00
ORD00105493,OI000571115,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00105493,OI000571116,ITEM0074,1,1200.00,536.56,0.00,1200.00
ORD00105493,OI000571117,ITEM0094,1,1500.00,682.35,0.00,1500.00
ORD00105493,OI000571118,ITEM0098,1,1220.00,521.65,0.00,1220.00
ORD00105493,OI000571119,ITEM0112,1,310.00,140.73,0.00,310.00
ORD00105493,OI000571120,ITEM0134,2,160.00,105.60,0.00,320.00
ORD73624507,OI000571166,ITEM0050,1,1720.00,751.10,0.00,1720.00
ORD99432249,OI000571480,ITEM0004,1,600.00,214.30,0.00,600.00
ORD43123351,OI000571626,ITEM0001,1,260.00,93.07,0.00,260.00
ORD97434305,OI000571699,ITEM0081,4,1510.00,1047.44,0.00,6040.00
ORD00105622,OI000571804,ITEM0064,1,530.00,186.68,0.00,530.00
ORD00105622,OI000571805,ITEM0068,4,680.00,470.19,0.00,2720.00
ORD00105622,OI000571806,ITEM0136,2,490.00,167.58,0.00,980.00
ORD85000430,OI000571864,ITEM0050,2,1860.00,751.10,1860.00,1860.00
ORD67068656,OI000572060,ITEM0130,2,240.00,88.41,0.00,480.00
ORD10017563,OI000572501,ITEM0048,5,1460.00,572.91,157.10,7142.90
ORD34330367,OI000572582,ITEM0013,1,420.00,179.48,0.00,420.00
ORD40473032,OI000572753,ITEM0138,3,270.00,108.52,0.00,810.00
ORD51019396,OI000572914,ITEM0136,2,530.00,167.58,0.00,1060.00
ORD78906826,OI000573227,ITEM0124,3,190.00,131.48,0.00,570.00
ORD38369306,OI000573563,ITEM0013,1,420.00,179.48,0.00,420.00
ORD29226626,OI000573666,ITEM0137,1,330.00,112.52,0.00,330.00
ORD01845293,OI000573833,ITEM0045,3,1530.00,595.53,1530.00,3060.00
ORD33015253,OI000574366,ITEM0068,1,680.00,470.19,0.00,680.00
ORD61091633,OI000574551,ITEM0138,1,270.00,108.52,0.00,270.00
ORD17262483,OI000574635,ITEM0045,2,1530.00,595.53,1530.00,1530.00
ORD99991474,OI000575226,ITEM0035,1,960.00,403.00,0.00,960.00
ORD55270904,OI000575851,ITEM0126,2,155.00,69.21,0.00,310.00
ORD23282603,OI000576268,ITEM0023,2,470.00,200.14,0.00,940.00
ORD60104693,OI000576642,ITEM0086,1,1380.00,560.08,0.00,1380.00
ORD35454564,OI000576779,ITEM0065,1,1300.00,489.16,0.00,1300.00
ORD23946567,OI000577273,ITEM0147,4,450.00,148.21,0.00,1800.00
ORD00106703,OI000577676,ITEM0041,1,1250.00,495.95,0.00,1250.00
ORD00106703,OI000577677,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD00106703,OI000577678,ITEM0048,2,1460.00,572.91,0.00,2920.00
ORD00106703,OI000577679,ITEM0091,2,1850.00,702.28,0.00,3700.00
ORD22474230,OI000578183,ITEM0019,1,390.00,154.84,0.00,390.00
ORD94851115,OI000578735,ITEM0004,1,600.00,214.30,0.00,600.00
ORD36355374,OI000579218,ITEM0102,2,1340.00,625.27,0.00,2680.00
ORD00106995,OI000579253,ITEM0048,2,1460.00,572.91,0.00,2920.00
ORD00106995,OI000579254,ITEM0051,1,680.00,266.66,0.00,680.00
ORD00106995,OI000579255,ITEM0054,3,1220.00,409.33,0.00,3660.00
ORD00106995,OI000579256,ITEM0084,1,1240.00,425.59,0.00,1240.00
ORD00106995,OI000579257,ITEM0148,2,320.00,208.57,0.00,640.00
ORD09199232,OI000579740,ITEM0047,2,1650.00,627.28,1650.00,1650.00
ORD54790526,OI000580369,ITEM0148,3,320.00,208.57,0.00,960.00
ORD00107339,OI000581109,ITEM0005,1,420.00,149.00,0.00,420.00
ORD00107339,OI000581110,ITEM0012,1,900.00,402.60,0.00,900.00
ORD00107339,OI000581111,ITEM0021,1,430.00,179.74,0.00,430.00
ORD00107339,OI000581112,ITEM0137,1,330.00,112.52,0.00,330.00
ORD00107339,OI000581113,ITEM0151,1,60.00,43.08,0.00,60.00
ORD62293247,OI000581268,ITEM0027,1,440.00,144.90,0.00,440.00
ORD00107379,OI000581291,ITEM0068,3,680.00,470.19,0.00,2040.00
ORD00107379,OI000581291,ITEM0068,3,680.00,470.19,0.00,2040.00
ORD00107379,OI000581292,ITEM0134,1,160.00,105.60,0.00,160.00
ORD00107379,OI000581293,ITEM0136,2,490.00,167.58,0.00,980.00
ORD00107379,OI000581294,ITEM0138,3,270.00,108.52,0.00,810.00
ORD00107379,OI000581295,ITEM0148,2,320.00,208.57,0.00,640.00
ORD00107379,OI000581296,ITEM0151,3,60.00,43.08,0.00,180.00
ORD58417361,OI000582141,ITEM0048,2,1460.00,572.91,1460.00,1460.00
ORD18935538,OI000582440,ITEM0048,2,1460.00,572.91,1460.00,1460.00
ORD28655248,OI000583646,ITEM0156,2,125.00,46.27,0.00,250.00
ORD78218242,OI000584024,ITEM0158,4,370.00,151.76,0.00,1480.00
ORD14587756,OI000584718,ITEM0034,2,1220.00,445.69,0.00,2440.00
ORD98431619,OI000585571,ITEM0111,1,280.00,91.26,0.00,280.00
ORD13433430,OI000586438,ITEM0095,2,1140.00,485.13,0.00,2280.00
ORD47776277,OI000587059,ITEM0142,1,780.00,244.33,0.00,780.00
ORD50352432,OI000587114,ITEM0055,2,680.00,227.76,680.00,680.00
ORD60749376,OI000587188,ITEM0046,3,2740.00,1088.75,0.00,8220.00
ORD00108517,OI000587433,ITEM0003,1,380.00,139.35,0.00,380.00
ORD00108517,OI000587434,ITEM0033,2,900.00,299.82,0.00,1800.00
ORD00108517,OI000587435,ITEM0034,3,1220.00,445.69,0.00,3660.00
ORD00108517,OI000587436,ITEM0048,2,1460.00,572.91,0.00,2920.00
ORD00108517,OI000587437,ITEM0103,1,3020.00,1247.87,0.00,3020.00
ORD00108517,OI000587438,ITEM0135,1,105.00,69.46,0.00,105.00
ORD74155949,OI000587868,ITEM0023,1,470.00,200.14,0.00,470.00
ORD49200871,OI000587877,ITEM0124,1,190.00,131.48,0.00,190.00
ORD54185585,OI000587949,ITEM0090,1,1840.00,663.73,0.00,1840.00
ORD84938184,OI000588308,ITEM0156,4,125.00,46.27,0.00,500.00
ORD81924568,OI000588390,ITEM0041,1,1250.00,495.95,0.00,1250.00
ORD42615109,OI000588535,ITEM0081,1,1510.00,1047.44,0.00,1510.00
ORD72752073,OI000588694,ITEM0068,1,680.00,470.19,0.00,680.00
ORD30520231,OI000589167,ITEM0160,1,105.00,46.24,0.00,105.00
ORD42128391,OI000589356,ITEM0020,1,810.00,323.82,0.00,810.00
ORD89428144,OI000589908,ITEM0028,1,410.00,160.88,0.00,410.00
ORD39139981,OI000589943,ITEM0130,2,240.00,88.41,0.00,480.00
ORD07197492,OI000590247,ITEM0121,1,360.00,121.95,0.00,360.00
ORD00109088,OI000590535,ITEM0040,3,730.00,258.94,0.00,2190.00
ORD00109088,OI000590536,ITEM0057,2,670.00,446.99,0.00,1340.00
ORD00109088,OI000590537,ITEM0066,3,950.00,343.77,0.00,2850.00
ORD00109088,OI000590538,ITEM0129,2,540.00,183.07,0.00,1080.00
ORD41471384,OI000591155,ITEM0139,2,400.00,66.93,0.00,800.00
ORD48959424,OI000591650,ITEM0081,1,1510.00,1047.44,0.00,1510.00
ORD91540689,OI000591753,ITEM0152,2,95.00,38.94,0.00,190.00
ORD00109397,OI000592285,ITEM0041,1,1250.00,495.95,0.00,1250.00
ORD00109397,OI000592286,ITEM0057,1,670.00,446.99,0.00,670.00
ORD00109397,OI000592287,ITEM0123,2,310.00,138.90,0.00,620.00
ORD00109397,OI000592288,ITEM0135,2,105.00,69.46,0.00,210.00
ORD00109397,OI000592289,ITEM0138,2,270.00,108.52,0.00,540.00
ORD00109397,OI000592290,ITEM0157,1,770.00,314.38,0.00,770.00
ORD17567846,OI000592622,ITEM0135,3,105.00,69.46,0.00,315.00
ORD22896957,OI000593367,ITEM0056,1,1440.00,468.22,0.00,1440.00
ORD08496444,OI000593401,ITEM0151,3,60.00,43.08,0.00,180.00
ORD60387766,OI000594269,ITEM0153,3,40.00,16.47,0.00,120.00
ORD01668777,OI000594311,ITEM0004,2,600.00,214.30,0.00,1200.00
ORD73721205,OI000594919,ITEM0148,3,320.00,208.57,0.00,960.00
ORD00109903,OI000595045,ITEM0008,2,990.00,157.77,0.00,1980.00
ORD00109903,OI000595046,ITEM0113,2,480.00,193.08,0.00,960.00
ORD66022800,OI000595161,ITEM0003,1,380.00,139.35,0.00,380.00
ORD02631090,OI000595705,ITEM0044,1,1560.00,498.16,0.00,1560.00
ORD00110041,OI000595821,ITEM0057,3,670.00,446.99,0.00,2010.00
ORD00110041,OI000595822,ITEM0109,1,1500.00,513.48,0.00,1500.00
ORD00110041,OI000595823,ITEM0134,2,160.00,105.60,0.00,320.00
ORD00110041,OI000595824,ITEM0153,2,40.00,16.47,0.00,80.00
ORD91319566,OI000596912,ITEM0154,3,370.00,126.03,0.00,1110.00
ORD52932363,OI000596931,ITEM0048,2,1460.00,572.91,1460.00,1460.00
ORD66360362,OI000597064,ITEM0149,1,370.00,165.96,0.00,370.00
ORD17184269,OI000597903,ITEM0003,1,380.00,139.35,0.00,380.00
ORD06042944,OI000598043,ITEM0151,1,60.00,43.08,0.00,60.00
ORD95859125,OI000598199,ITEM0034,2,1220.00,445.69,0.00,2440.00
