order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD00154677,OI000840231,ITEM0002,1,215.00,75.87,0.00,215.00
ORD00154677,OI000840232,ITEM0059,1,730.00,317.89,0.00,730.00
ORD00154677,OI000840233,ITEM0068,2,680.00,470.19,0.00,1360.00
ORD00154677,OI000840234,ITEM0076,1,750.00,294.74,0.00,750.00
ORD00154677,OI000840235,ITEM0109,1,1500.00,513.48,0.00,1500.00
ORD00154677,OI000840236,ITEM0125,2,320.00,124.33,0.00,640.00
ORD00154677,OI000840237,ITEM0126,1,160.00,72.53,0.00,160.00
ORD00154677,OI000840238,ITEM0134,1,165.00,108.74,0.00,165.00
ORD00154678,OI000840239,ITEM0033,1,940.00,306.02,0.00,940.00
ORD00154678,OI000840240,ITEM0042,2,5470.00,2596.95,3282.00,7658.00
ORD00154678,OI000840241,ITEM0070,1,1330.00,627.42,399.00,931.00
ORD00154678,OI000840242,ITEM0151,6,65.00,45.19,117.00,273.00
ORD00154678,OI000840242,ITEM0151,6,65.00,45.19,117.00,273.00
ORD00154679,OI000840243,ITEM0040,1,750.00,267.75,0.00,750.00
ORD00154679,OI000840244,ITEM0048,1,1520.00,597.64,0.00,1520.00
ORD00154679,OI000840245,ITEM0050,2,1770.00,776.26,0.00,3540.00
ORD00154679,OI000840246,ITEM0055,1,750.00,235.61,0.00,750.00
ORD00154679,OI000840247,ITEM0113,2,510.00,198.15,0.00,1020.00
ORD00154679,OI000840248,ITEM0136,2,480.00,175.82,0.00,960.00
ORD00154679,OI000840249,ITEM0138,2,265.00,113.51,0.00,530.00
ORD00154680,OI000840250,ITEM0035,3,1000.00,418.08,0.00,3000.00
ORD00154680,OI000840251,ITEM0068,1,680.00,470.19,0.00,680.00
ORD00154680,OI000840252,ITEM0113,2,510.00,198.15,0.00,1020.00
ORD00154680,OI000840253,ITEM0132,1,410.00,163.26,0.00,410.00
ORD00154681,OI000840254,ITEM0008,2,1030.00,165.58,0.00,2060.00
ORD00154681,OI000840255,ITEM0040,1,750.00,267.75,0.00,750.00
ORD00154681,OI000840256,ITEM0041,1,1310.00,515.58,0.00,1310.00
ORD00154681,OI000840257,ITEM0043,2,5110.00,2066.57,0.00,10220.00
ORD00154681,OI000840258,ITEM0074,1,1230.00,548.77,0.00,1230.00
ORD00154681,OI000840259,ITEM0125,4,320.00,124.33,0.00,1280.00
ORD00154682,OI000840260,ITEM0020,1,810.00,323.82,0.00,810.00
ORD00154682,OI000840261,ITEM0077,2,680.00,302.29,0.00,1360.00
ORD00154682,OI000840262,ITEM0154,2,370.00,126.03,0.00,740.00
ORD00154683,OI000840263,ITEM0011,2,940.00,340.59,0.00,1880.00
ORD00154683,OI000840264,ITEM0015,1,520.00,184.59,0.00,520.00
ORD00154683,OI000840265,ITEM0040,1,750.00,267.75,0.00,750.00
ORD00154683,OI000840266,ITEM0057,3,690.00,468.22,0.00,2070.00
ORD00154683,OI000840267,ITEM0083,1,1760.00,701.86,0.00,1760.00
