order_id,order_item_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total
ORD00105448,OI000570868,ITEM0032,2,780.00,356.48,0.00,1560.00
ORD00105448,OI000570869,ITEM0040,1,730.00,258.94,0.00,730.00
ORD00105448,OI000570870,ITEM0050,2,1720.00,751.10,0.00,3440.00
ORD00105448,OI000570871,ITEM0056,1,1440.00,468.22,0.00,1440.00
ORD00105448,OI000570872,ITEM0109,1,1500.00,513.48,0.00,1500.00
ORD00105448,OI000570873,ITEM0137,2,330.00,112.52,0.00,660.00
ORD00105448,OI000570874,ITEM0146,1,580.00,200.95,0.00,580.00
ORD00105449,OI000570875,ITEM0033,2,900.00,299.82,0.00,1800.00
ORD00105449,OI000570876,ITEM0050,1,1720.00,751.10,0.00,1720.00
ORD00105449,OI000570877,ITEM0059,1,730.00,317.89,0.00,730.00
ORD00105449,OI000570878,ITEM0064,1,530.00,186.68,0.00,530.00
ORD00105449,OI000570879,ITEM0137,4,330.00,112.52,0.00,1320.00
ORD00105449,OI000570880,ITEM0151,-2,60.00,43.08,0.00,120.00
ORD00105449,OI000570881,ITEM0157,1,770.00,314.38,0.00,770.00
ORD00105450,OI000570882,ITEM0066,1,950.00,343.77,0.00,950.00
ORD00105450,OI000570883,ITEM0075,1,630.00,269.61,0.00,630.00
ORD00105450,OI000570884,ITEM0113,1,480.00,193.08,0.00,480.00
ORD00105450,OI000570885,ITEM0134,1,160.00,105.60,0.00,160.00
ORD00105450,OI000570886,ITEM0137,4,330.00,112.52,0.00,1320.00
ORD00105451,OI000570887,ITEM0045,2,1530.00,595.53,0.00,3060.00
ORD00105451,OI000570888,ITEM0141,2,510.00,166.18,0.00,1020.00
ORD00105452,OI000570889,ITEM0045,2,1530.00,595.53,0.00,3060.00
ORD00105452,OI000570890,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD00105452,OI000570891,ITEM0057,2,670.00,446.99,0.00,1340.00
ORD00105452,OI000570892,ITEM0115,1,610.00,186.26,0.00,610.00
ORD00105452,OI000570893,ITEM0145,3,350.00,144.29,0.00,1050.00
ORD00105452,OI000570894,ITEM0151,2,60.00,43.08,0.00,120.00
ORD00105453,OI000570895,ITEM0027,2,440.00,144.90,0.00,880.00
ORD00105453,OI000570896,ITEM0046,1,2740.00,1088.75,0.00,2740.00
ORD00105453,OI000570897,ITEM0054,1,1220.00,409.33,0.00,1220.00
ORD00105453,OI000570898,ITEM0138,5,270.00,108.52,0.00,1350.00
ORD00105454,OI000570899,ITEM0081,1,1510.00,1047.44,0.00,1510.00
ORD00105454,OI000570900,ITEM0088,1,1710.00,651.22,0.00,1710.00
ORD00105454,OI000570901,ITEM0138,3,270.00,108.52,0.00,810.00
ORD00105454,OI000570902,ITEM0156,2,125.00,46.27,0.00,250.00
